9e+07,1e+07,0
8.8803e+07,1.00812e+07,1.11577e+06
8.76133e+07,1.0147e+07,2.2397e+06
8.64329e+07,1.0197e+07,3.37006e+06
8.52637e+07,1.02312e+07,4.50511e+06
8.41072e+07,1.02497e+07,5.64309e+06
8.29653e+07,1.02524e+07,6.78224e+06
8.18395e+07,1.02397e+07,7.92083e+06
8.07311e+07,1.02118e+07,9.05716e+06
7.96415e+07,1.0169e+07,1.01896e+07
7.85718e+07,1.01118e+07,1.13164e+07
7.75231e+07,1.00408e+07,1.24361e+07
7.64964e+07,9.95643e+06,1.35472e+07
7.54924e+07,9.85946e+06,1.46482e+07
7.45118e+07,9.75051e+06,1.57377e+07
7.35551e+07,9.63033e+06,1.68145e+07
7.26229e+07,9.49966e+06,1.78774e+07
7.17155e+07,9.35927e+06,1.89252e+07
7.08331e+07,9.20996e+06,1.99569e+07
6.99759e+07,9.05253e+06,2.09716e+07
6.91439e+07,8.88778e+06,2.19683e+07
6.83371e+07,8.7165e+06,2.29464e+07
6.75554e+07,8.53947e+06,2.39051e+07
6.67987e+07,8.35745e+06,2.48439e+07
6.60666e+07,8.17121e+06,2.57622e+07
6.5359e+07,7.98145e+06,2.66596e+07
6.46754e+07,7.78887e+06,2.75357e+07
6.40155e+07,7.59414e+06,2.83903e+07
6.33789e+07,7.39787e+06,2.92233e+07
6.2765e+07,7.20067e+06,3.00343e+07
6.21735e+07,7.0031e+06,3.08234e+07
6.16038e+07,6.80568e+06,3.15905e+07
6.10553e+07,6.6089e+06,3.23358e+07
6.05276e+07,6.41321e+06,3.30592e+07
6.002e+07,6.21901e+06,3.3761e+07
5.9532e+07,6.0267e+06,3.44413e+07
5.90631e+07,5.8366e+06,3.51003e+07
5.86125e+07,5.64904e+06,3.57384e+07
5.81799e+07,5.46429e+06,3.63558e+07
5.77646e+07,5.2826e+06,3.69528e+07
5.7366e+07,5.10418e+06,3.75298e+07
5.69836e+07,4.92921e+06,3.80872e+07
5.66168e+07,4.75787e+06,3.86253e+07
5.62651e+07,4.59028e+06,3.91446e+07
5.59279e+07,4.42657e+06,3.96455e+07
5.56047e+07,4.26681e+06,4.01285e+07
5.5295e+07,4.11109e+06,4.05939e+07
5.49984e+07,3.95945e+06,4.10422e+07
5.47142e+07,3.81192e+06,4.14739e+07
5.4442e+07,3.66853e+06,4.18894e+07
5.41814e+07,3.52928e+06,4.22893e+07
5.39319e+07,3.39417e+06,4.26739e+07
5.36931e+07,3.26316e+06,4.30437e+07
5.34646e+07,3.13623e+06,4.33992e+07
5.32459e+07,3.01334e+06,4.37408e+07
5.30366e+07,2.89444e+06,4.4069e+07
5.28364e+07,2.77948e+06,4.43841e+07
5.26449e+07,2.66838e+06,4.46868e+07
5.24617e+07,2.56108e+06,4.49773e+07
5.22864e+07,2.45752e+06,4.5256e+07
5.21189e+07,2.3576e+06,4.55235e+07
5.19587e+07,2.26124e+06,4.57801e+07
5.18055e+07,2.16838e+06,4.60261e+07
5.1659e+07,2.07891e+06,4.62621e+07
5.1519e+07,1.99275e+06,4.64882e+07
5.13852e+07,1.90982e+06,4.6705e+07
5.12572e+07,1.83002e+06,4.69128e+07
5.11349e+07,1.75326e+06,4.71118e+07
5.10181e+07,1.67945e+06,4.73025e+07
5.09064e+07,1.6085e+06,4.74851e+07
5.07996e+07,1.54033e+06,4.766e+07
5.06976e+07,1.47484e+06,4.78275e+07
5.06002e+07,1.41195e+06,4.79879e+07
5.05071e+07,1.35156e+06,4.81414e+07
5.04181e+07,1.29361e+06,4.82883e+07
5.03331e+07,1.23799e+06,4.84289e+07
5.02519e+07,1.18464e+06,4.85635e+07
5.01743e+07,1.13346e+06,4.86923e+07
5.01002e+07,1.08438e+06,4.88155e+07
5.00294e+07,1.03733e+06,4.89333e+07
4.99617e+07,992234,4.9046e+07
4.98971e+07,949011,4.91539e+07
4.98354e+07,907594,4.9257e+07
4.97765e+07,867915,4.93556e+07
4.97202e+07,829906,4.94499e+07
4.96664e+07,793505,4.95401e+07
4.9615e+07,758646,4.96263e+07
4.9566e+07,725271,4.97088e+07
4.95191e+07,693319,4.97876e+07
4.94744e+07,662735,4.98629e+07
4.94317e+07,633462,4.99349e+07
4.93909e+07,605449,5.00037e+07
4.93519e+07,578644,5.00695e+07
4.93147e+07,552998,5.01323e+07
4.92791e+07,528463,5.01924e+07
4.92452e+07,504993,5.02498e+07
4.92128e+07,482544,5.03047e+07
4.91819e+07,461073,5.03571e+07
4.91523e+07,440540,5.04071e+07
4.91241e+07,420905,5.0455e+07
4.90972e+07,402131,5.05007e+07
4.90714e+07,384180,5.05444e+07
4.90469e+07,367019,5.05861e+07
4.90234e+07,350613,5.0626e+07
4.9001e+07,334930,5.06641e+07
4.89796e+07,319939,5.07004e+07
4.89592e+07,305610,5.07352e+07
4.89397e+07,291916,5.07684e+07
4.89211e+07,278828,5.08001e+07
4.89033e+07,266320,5.08304e+07
4.88864e+07,254368,5.08593e+07
4.88702e+07,242947,5.08869e+07
4.88547e+07,232033,5.09133e+07
4.88399e+07,221606,5.09385e+07
4.88258e+07,211642,5.09625e+07
4.88123e+07,202124,5.09855e+07
4.87995e+07,193029,5.10075e+07
4.87872e+07,184341,5.10284e+07
4.87755e+07,176042,5.10485e+07
4.87643e+07,168113,5.10676e+07
4.87536e+07,160539,5.10858e+07
4.87434e+07,153304,5.11033e+07
4.87337e+07,146393,5.11199e+07
4.87244e+07,139792,5.11358e+07
4.87155e+07,133487,5.1151e+07
4.87071e+07,127465,5.11655e+07
4.8699e+07,121713,5.11793e+07
4.86912e+07,116220,5.11925e+07
4.86839e+07,110973,5.12052e+07
4.86768e+07,105963,5.12172e+07
4.86701e+07,101177,5.12287e+07
4.86637e+07,96607.1,5.12397e+07
4.86576e+07,92242.6,5.12502e+07
4.86517e+07,88074.5,5.12602e+07
4.86461e+07,84094.2,5.12698e+07
4.86408e+07,80293.1,5.12789e+07
4.86357e+07,76663.4,5.12876e+07
4.86309e+07,73197.2,5.12959e+07
4.86262e+07,69887.3,5.13039e+07
4.86218e+07,66726.7,5.13115e+07
4.86176e+07,63708.6,5.13187e+07
4.86135e+07,60826.8,5.13256e+07
4.86097e+07,58074.9,5.13322e+07
4.8606e+07,55447.3,5.13385e+07
4.86025e+07,52938.4,5.13446e+07
4.85991e+07,50542.7,5.13503e+07
4.85959e+07,48255.2,5.13558e+07
4.85929e+07,46071.1,5.1361e+07
4.859e+07,43985.6,5.1366e+07
4.85872e+07,41994.4,5.13708e+07
4.85845e+07,40093.2,5.13754e+07
4.8582e+07,38277.9,5.13797e+07
4.85796e+07,36544.7,5.13839e+07
4.85773e+07,34889.9,5.13879e+07
4.8575e+07,33309.9,5.13916e+07
4.85729e+07,31801.3,5.13953e+07
4.85709e+07,30361,5.13987e+07
4.8569e+07,28985.8,5.1402e+07
4.85672e+07,27672.9,5.14052e+07
4.85654e+07,26419.4,5.14082e+07
4.85637e+07,25222.6,5.1411e+07
4.85622e+07,24079.9,5.14138e+07
4.85606e+07,22989,5.14164e+07
4.85592e+07,21947.5,5.14189e+07
4.85578e+07,20953.1,5.14213e+07
4.85565e+07,20003.7,5.14235e+07
4.85552e+07,19097.3,5.14257e+07
4.8554e+07,18231.9,5.14278e+07
4.85528e+07,17405.8,5.14298e+07
4.85517e+07,16617,5.14317e+07
4.85507e+07,15864,5.14335e+07
4.85497e+07,15145,5.14352e+07
4.85487e+07,14458.7,5.14368e+07
4.85478e+07,13803.4,5.14384e+07
4.85469e+07,13177.8,5.14399e+07
4.85461e+07,12580.5,5.14413e+07
4.85453e+07,12010.3,5.14427e+07
4.85445e+07,11466,5.1444e+07
4.85438e+07,10946.3,5.14452e+07
4.85431e+07,10450.1,5.14464e+07
4.85425e+07,9976.41,5.14476e+07
4.85418e+07,9524.19,5.14486e+07
4.85412e+07,9092.47,5.14497e+07
4.85407e+07,8680.3,5.14507e+07
4.85401e+07,8286.82,5.14516e+07
4.85396e+07,7911.16,5.14525e+07
4.85391e+07,7552.53,5.14534e+07
4.85386e+07,7210.15,5.14542e+07
4.85381e+07,6883.29,5.1455e+07
4.85377e+07,6571.24,5.14557e+07
4.85373e+07,6273.34,5.14564e+07
4.85369e+07,5988.93,5.14571e+07
4.85365e+07,5717.42,5.14578e+07
4.85362e+07,5458.21,5.14584e+07
4.85358e+07,5210.76,5.1459e+07
4.85355e+07,4974.52,5.14595e+07
4.85352e+07,4748.99,5.14601e+07
4.85349e+07,4533.68,5.14606e+07
4.85346e+07,4328.13,5.14611e+07
4.85343e+07,4131.9,5.14616e+07
4.8534e+07,3944.56,5.1462e+07
4.85338e+07,3765.72,5.14624e+07
4.85336e+07,3594.98,5.14628e+07
4.85333e+07,3431.99,5.14632e+07
4.85331e+07,3276.38,5.14636e+07
4.85329e+07,3127.83,5.1464e+07
4.85327e+07,2986.01,5.14643e+07
4.85325e+07,2850.62,5.14646e+07
4.85323e+07,2721.37,5.14649e+07
4.85322e+07,2597.98,5.14652e+07
4.8532e+07,2480.18,5.14655e+07
4.85318e+07,2367.73,5.14658e+07
4.85317e+07,2260.37,5.1466e+07
4.85316e+07,2157.88,5.14663e+07
4.85314e+07,2060.04,5.14665e+07
4.85313e+07,1966.63,5.14667e+07
4.85312e+07,1877.46,5.1467e+07
4.8531e+07,1792.33,5.14672e+07
4.85309e+07,1711.06,5.14674e+07
4.85308e+07,1633.47,5.14675e+07
4.85307e+07,1559.41,5.14677e+07
4.85306e+07,1488.7,5.14679e+07
4.85305e+07,1421.2,5.1468e+07
4.85304e+07,1356.75,5.14682e+07
4.85304e+07,1295.23,5.14684e+07
4.85303e+07,1236.5,5.14685e+07
4.85302e+07,1180.43,5.14686e+07
4.85301e+07,1126.91,5.14688e+07
4.853e+07,1075.81,5.14689e+07
4.853e+07,1027.03,5.1469e+07
4.85299e+07,980.459,5.14691e+07
4.85299e+07,936,5.14692e+07
4.85298e+07,893.558,5.14693e+07
4.85297e+07,853.04,5.14694e+07
4.85297e+07,814.359,5.14695e+07
4.85296e+07,777.432,5.14696e+07
4.85296e+07,742.18,5.14697e+07
4.85295e+07,708.526,5.14698e+07
4.85295e+07,676.398,5.14698e+07
4.85294e+07,645.727,5.14699e+07
4.85294e+07,616.446,5.147e+07
4.85294e+07,588.493,5.147e+07
4.85293e+07,561.808,5.14701e+07
4.85293e+07,536.333,5.14702e+07
4.85293e+07,512.013,5.14702e+07
4.85292e+07,488.796,5.14703e+07
4.85292e+07,466.631,5.14703e+07
4.85292e+07,445.472,5.14704e+07
4.85291e+07,425.271,5.14704e+07
4.85291e+07,405.987,5.14705e+07
4.85291e+07,387.578,5.14705e+07
4.85291e+07,370.003,5.14706e+07
4.8529e+07,353.225,5.14706e+07
4.8529e+07,337.208,5.14706e+07
4.8529e+07,321.917,5.14707e+07
4.8529e+07,307.319,5.14707e+07
4.8529e+07,293.384,5.14707e+07
4.85289e+07,280.08,5.14708e+07
4.85289e+07,267.38,5.14708e+07
4.85289e+07,255.255,5.14708e+07
4.85289e+07,243.681,5.14709e+07
4.85289e+07,232.631,5.14709e+07
4.85289e+07,222.082,5.14709e+07
4.85288e+07,212.012,5.14709e+07
4.85288e+07,202.398,5.1471e+07
4.85288e+07,193.22,5.1471e+07
4.85288e+07,184.458,5.1471e+07
4.85288e+07,176.094,5.1471e+07
4.85288e+07,168.109,5.1471e+07
4.85288e+07,160.486,5.14711e+07
4.85288e+07,153.208,5.14711e+07
4.85288e+07,146.261,5.14711e+07
4.85287e+07,139.629,5.14711e+07
4.85287e+07,133.297,5.14711e+07
4.85287e+07,127.253,5.14711e+07
4.85287e+07,121.482,5.14712e+07
4.85287e+07,115.973,5.14712e+07
4.85287e+07,110.715,5.14712e+07
4.85287e+07,105.694,5.14712e+07
4.85287e+07,100.901,5.14712e+07
4.85287e+07,96.3259,5.14712e+07
4.85287e+07,91.9579,5.14712e+07
4.85287e+07,87.788,5.14712e+07
4.85287e+07,83.8071,5.14713e+07
4.85287e+07,80.0068,5.14713e+07
4.85287e+07,76.3788,5.14713e+07
4.85287e+07,72.9154,5.14713e+07
4.85286e+07,69.609,5.14713e+07
4.85286e+07,66.4525,5.14713e+07
4.85286e+07,63.4391,5.14713e+07
4.85286e+07,60.5624,5.14713e+07
4.85286e+07,57.8161,5.14713e+07
4.85286e+07,55.1944,5.14713e+07
4.85286e+07,52.6916,5.14713e+07
4.85286e+07,50.3022,5.14713e+07
4.85286e+07,48.0212,5.14713e+07
4.85286e+07,45.8437,5.14713e+07
4.85286e+07,43.7648,5.14713e+07
4.85286e+07,41.7803,5.14714e+07
4.85286e+07,39.8857,5.14714e+07
4.85286e+07,38.077,5.14714e+07
4.85286e+07,36.3504,5.14714e+07
4.85286e+07,34.7021,5.14714e+07
4.85286e+07,33.1285,5.14714e+07
4.85286e+07,31.6262,5.14714e+07
4.85286e+07,30.1921,5.14714e+07
4.85286e+07,28.823,5.14714e+07
4.85286e+07,27.516,5.14714e+07
4.85286e+07,26.2682,5.14714e+07
4.85286e+07,25.0771,5.14714e+07
4.85286e+07,23.9399,5.14714e+07
4.85286e+07,22.8544,5.14714e+07
4.85286e+07,21.818,5.14714e+07
4.85286e+07,20.8286,5.14714e+07
4.85286e+07,19.8841,5.14714e+07
4.85286e+07,18.9825,5.14714e+07
4.85286e+07,18.1217,5.14714e+07
4.85286e+07,17.3,5.14714e+07
4.85286e+07,16.5155,5.14714e+07
4.85286e+07,15.7666,5.14714e+07
4.85286e+07,15.0516,5.14714e+07
4.85286e+07,14.3691,5.14714e+07
4.85286e+07,13.7175,5.14714e+07
4.85286e+07,13.0955,5.14714e+07
4.85286e+07,12.5016,5.14714e+07
4.85286e+07,11.9347,5.14714e+07
4.85286e+07,11.3935,5.14714e+07
4.85286e+07,10.8769,5.14714e+07
4.85286e+07,10.3837,5.14714e+07
4.85286e+07,9.91281,5.14714e+07
4.85286e+07,9.4633,5.14714e+07
4.85286e+07,9.03418,5.14714e+07
4.85286e+07,8.62451,5.14714e+07
4.85286e+07,8.23343,5.14714e+07
4.85286e+07,7.86007,5.14714e+07
4.85286e+07,7.50365,5.14714e+07
4.85286e+07,7.16339,5.14714e+07
4.85286e+07,6.83856,5.14714e+07
4.85286e+07,6.52846,5.14714e+07
4.85286e+07,6.23242,5.14714e+07
4.85286e+07,5.9498,5.14714e+07
4.85286e+07,5.68,5.14714e+07
4.85286e+07,5.42243,5.14714e+07
4.85286e+07,5.17655,5.14714e+07
4.85286e+07,4.94181,5.14714e+07
4.85286e+07,4.71772,5.14714e+07
4.85286e+07,4.50379,5.14714e+07
4.85286e+07,4.29956,5.14714e+07
4.85286e+07,4.10459,5.14714e+07
4.85286e+07,3.91847,5.14714e+07
4.85286e+07,3.74078,5.14714e+07
4.85286e+07,3.57115,5.14714e+07
4.85286e+07,3.40921,5.14714e+07
4.85286e+07,3.25462,5.14714e+07
4.85286e+07,3.10703,5.14714e+07
4.85286e+07,2.96614,5.14714e+07
4.85286e+07,2.83164,5.14714e+07
4.85286e+07,2.70324,5.14714e+07
4.85286e+07,2.58065,5.14714e+07
4.85286e+07,2.46363,5.14714e+07
4.85286e+07,2.35192,5.14714e+07
4.85286e+07,2.24527,5.14714e+07
4.85286e+07,2.14345,5.14714e+07
4.85286e+07,2.04625,5.14714e+07
4.85286e+07,1.95346,5.14714e+07
4.85286e+07,1.86488,5.14714e+07
=======
124
0,9e+07,1e+070
1,8.8803e+07,1.00812e+071.11577e+06
2.76092,8.67142e+07,1.01865e+073.09932e+06
4.92409,8.41945e+07,1.02488e+075.55664e+06
7.38711,8.14083e+07,1.02307e+078.36108e+06
10.1369,7.84269e+07,1.01029e+071.14702e+07
13.214,7.52805e+07,9.83712e+061.48824e+07
16.7322,7.19561e+07,9.39777e+061.86462e+07
21.0337,6.83103e+07,8.71062e+062.2979e+07
25.4966,6.50165e+07,7.88613e+062.70973e+07
29.9595,6.21971e+07,7.01111e+063.07918e+07
33.6586,6.01911e+07,6.28512e+063.35238e+07
