9000,1000,0
8854,1044,102
8732,1081,187
8606,1120,274
8474,1146,380
8349,1133,518
8220,1145,635
8093,1152,755
7982,1150,868
7843,1168,989
7721,1164,1115
7610,1152,1238
7500,1137,1363
7385,1141,1474
7273,1113,1614
7181,1094,1725
7077,1083,1840
6975,1063,1962
6872,1059,2069
6786,1043,2171
6690,1040,2270
6611,1012,2377
6532,1007,2461
6443,995,2562
6364,979,2657
6277,969,2754
6205,947,2848
6118,939,2943
6050,901,3049
5984,872,3144
5918,849,3233
5865,840,3295
5802,820,3378
5725,799,3476
5679,753,3568
5625,742,3633
5564,721,3715
5511,689,3800
5464,646,3890
5419,643,3938
5384,616,4000
5346,568,4086
5307,548,4145
5263,530,4207
5219,521,4260
5199,488,4313
5154,477,4369
5133,452,4415
5104,433,4463
5077,421,4502
5053,409,4538
5027,388,4585
5000,386,4614
4983,353,4664
4958,347,4695
4933,329,4738
4908,316,4776
4892,303,4805
4872,294,4834
4854,280,4866
4841,263,4896
4831,253,4916
4814,248,4938
4796,236,4968
4776,234,4990
4763,222,5015
4752,207,5041
4739,190,5071
4728,184,5088
4714,177,5109
4691,176,5133
4678,175,5147
4670,159,5171
4661,147,5192
4649,142,5209
4639,139,5222
4630,130,5240
4623,115,5262
4617,113,5270
4611,108,5281
4608,95,5297
4598,96,5306
4596,88,5316
4589,83,5328
4582,81,5337
4578,69,5353
4574,66,5360
4570,64,5366
4564,61,5375
4562,57,5381
4559,55,5386
4556,49,5395
4554,44,5402
4550,41,5409
4550,39,5411
4550,35,5415
4549,34,5417
4548,31,5421
4545,26,5429
4545,23,5432
