0.111111,0.133333
0.112131,0.129255
0.112131,0.129255
0.108416,0.119449
0.107079,0.109735
0.107079,0.109735
0.110003,0.105725
0.110003,0.105725
0.120216,0.0945111
0.120216,0.0945111
0.114679,0.100473
0.12401,0.110536
0.121919,0.123927
0.121919,0.123927
0.125216,0.10836
0.125216,0.10836
0.129816,0.108398
0.129816,0.108398
0.128277,0.106926
0.128277,0.106926
0.128277,0.106926
0.122433,0.104909
0.122433,0.104909
0.122433,0.104909
0.114355,0.108787
0.114355,0.108787
0.114355,0.108787
0.107279,0.111844
0.107279,0.111844
0.0993865,0.110259
0.0997712,0.110411
0.0997712,0.110411
0.0942035,0.105719
0.0942035,0.105719
0.0942035,0.105719
0.104449,0.111042
0.104449,0.111042
0.104449,0.111042
0.0973204,0.107562
0.0896603,0.109246
0.0896603,0.109246
0.0904487,0.123983
0.0976685,0.128973
0.0976685,0.128973
0.0994633,0.127543
0.0994633,0.127543
0.097951,0.118352
0.0940386,0.119637
0.0940386,0.119637
0.0940386,0.119637
0.0940386,0.119637
0.0940386,0.119637
0.0781307,0.108225
0.0857533,0.100027
0.0858918,0.0908156
0.0878724,0.0864252
0.0878724,0.0864252
0.0818853,0.0848925
0.0818853,0.0848925
0.0860697,0.0820624
0.0860697,0.0820624
0.0860697,0.0820624
0.080602,0.0869767
0.0906842,0.098076
0.0906842,0.098076
0.0976024,0.0949859
0.0955543,0.106103
0.0970417,0.102414
0.0985435,0.108414
0.0985435,0.108414
0.101088,0.10826
0.101088,0.10826
0.101088,0.10826
0.101088,0.10826
0.0973852,0.106968
0.0973852,0.106968
0.0989161,0.106573
0.0989161,0.106573
0.0989161,0.106573
0.0989161,0.106573
0.105154,0.107943
0.105154,0.107943
0.106991,0.109024
0.102751,0.111365
0.102751,0.111365
0.102751,0.111365
0.102751,0.111365
0.0968128,0.110821
0.0968128,0.110821
0.0968128,0.110821
0.100033,0.120037
0.100902,0.115573
0.100902,0.115573
0.093802,0.107536
0.093802,0.107536
0.0962316,0.118268
0.0962316,0.118268
0.104855,0.119146
0.104318,0.133301
0.104318,0.133301
0.104318,0.133301
0.0954769,0.142109
0.0954769,0.142109
0.0954769,0.142109
0.0922084,0.135013
0.0931833,0.130915
0.0931833,0.130915
0.0950738,0.129249
0.0950738,0.129249
0.0848555,0.118656
0.0890955,0.109879
0.0890955,0.109879
0.0890955,0.109879
0.0881642,0.107249
0.0920252,0.0979389
0.0959996,0.0984546
0.0959996,0.0984546
0.0978117,0.0884911
0.0978117,0.0884911
0.0895318,0.0938414
0.0895318,0.0938414
0.0942649,0.104239
0.0942649,0.104239
0.0896127,0.109806
0.0896127,0.109806
0.0913345,0.11534
0.0913345,0.11534
0.0913345,0.11534
0.0935432,0.117416
0.0935432,0.117416
0.0935432,0.117416
0.0900233,0.11566
0.0900233,0.11566
0.0930536,0.111382
0.103482,0.114738
0.103482,0.114738
0.106521,0.119335
0.100054,0.125092
0.100054,0.125092
0.100054,0.125092
0.104734,0.130048
0.10412,0.132575
0.10412,0.132575
0.109607,0.134731
0.10875,0.133037
0.10875,0.133037
0.10875,0.133037
0.10875,0.133037
0.10875,0.133037
0.109408,0.125928
0.110012,0.133569
0.110012,0.133569
0.110774,0.130209
0.117615,0.132946
0.117615,0.132946
0.117615,0.132946
0.117615,0.132946
0.111973,0.148945
0.111973,0.148945
0.117394,0.149814
0.117394,0.149814
0.109519,0.150733
0.123104,0.158121
0.123104,0.158121
0.119562,0.154285
0.125969,0.148738
0.125969,0.148738
0.128974,0.148666
0.128974,0.148666
0.119947,0.131996
0.110046,0.133769
0.110046,0.133769
0.109923,0.142427
0.109923,0.142427
0.117597,0.136895
0.117597,0.136895
0.117597,0.136895
0.110948,0.138063
0.110948,0.138063
0.112387,0.144303
0.111892,0.145594
0.117799,0.155943
0.117799,0.155943
0.117799,0.155943
0.124139,0.156662
0.128537,0.160772
0.128537,0.160772
0.128537,0.160772
0.122294,0.155782
0.122294,0.155782
0.122294,0.155782
0.122294,0.155782
0.123395,0.148982
0.114135,0.149927
0.110733,0.154108
0.110733,0.154108
0.11147,0.15707
0.115684,0.159885
0.115684,0.159885
0.118654,0.156252
0.118654,0.156252
0.118654,0.156252
0.125913,0.148838
0.125913,0.148838
0.125913,0.148838
0.124381,0.144722
0.124381,0.144722
0.125648,0.13319
0.127707,0.129115
0.124902,0.123595
0.124902,0.123595
0.125924,0.121681
0.125924,0.121681
0.125924,0.121681
0.132647,0.121155
0.132647,0.121155
0.132168,0.124697
0.132168,0.124697
0.132168,0.124697
0.132168,0.124697
0.132168,0.124697
0.129055,0.128009
0.129055,0.128009
0.116896,0.131932
0.116896,0.131932
0.116896,0.131932
0.116896,0.131932
0.116896,0.131932
0.117278,0.137735
0.102646,0.143923
