124
0,9e+07,1e+070
1,8.8803e+07,1.00812e+071.11577e+06
2.76092,8.67142e+07,1.01865e+073.09932e+06
4.92409,8.41945e+07,1.02488e+075.55664e+06
7.38711,8.14083e+07,1.02307e+078.36108e+06
10.1369,7.84269e+07,1.01029e+071.14702e+07
13.214,7.52805e+07,9.83712e+061.48824e+07
16.7322,7.19561e+07,9.39777e+061.86462e+07
21.0337,6.83103e+07,8.71062e+062.2979e+07
25.4966,6.50165e+07,7.88613e+062.70973e+07
29.9595,6.21971e+07,7.01111e+063.07918e+07
33.6586,6.01911e+07,6.28512e+063.35238e+07
37.3577,5.84558e+07,5.58263e+063.59616e+07
41.0568,5.69623e+07,4.91939e+063.81183e+07
44.3093,5.58264e+07,4.37673e+063.97968e+07
47.5619,5.48372e+07,3.87605e+064.12868e+07
50.8144,5.39774e+07,3.41893e+064.26036e+07
54.0669,5.32316e+07,3.00526e+064.37632e+07
57.3195,5.25854e+07,2.63369e+064.47809e+07
60.2258,5.20821e+07,2.33553e+064.55824e+07
63.1322,5.16402e+07,2.06734e+064.62925e+07
66.0385,5.12524e+07,1.827e+064.69206e+07
68.9449,5.09124e+07,1.61234e+064.74753e+07
71.8512,5.06144e+07,1.42114e+064.79644e+07
74.7576,5.03533e+07,1.25126e+064.83954e+07
77.6639,5.01247e+07,1.10065e+064.87747e+07
80.5703,4.99245e+07,9673604.91081e+07
83.4766,4.97493e+07,8495964.94011e+07
86.3829,4.9596e+07,7456934.96583e+07
89.2893,4.94618e+07,6541344.9884e+07
92.1956,4.93445e+07,5735375.0082e+07
95.102,4.92418e+07,5026575.02555e+07
98.0083,4.91521e+07,4403735.04076e+07
100.915,4.90736e+07,3856815.05407e+07
103.821,4.90049e+07,3376855.06574e+07
106.727,4.89449e+07,2955885.07595e+07
109.634,4.88925e+07,2586835.08488e+07
112.54,4.88466e+07,2263435.0927e+07
115.446,4.88065e+07,1980135.09954e+07
118.353,4.87715e+07,1732035.10553e+07
121.259,4.87409e+07,1514835.11076e+07
124.165,4.87141e+07,1324725.11534e+07
127.072,4.86907e+07,1158355.11935e+07
129.978,4.86703e+07,1012805.12285e+07
132.884,4.86524e+07,88546.25.12591e+07
135.791,4.86368e+07,77408.85.12858e+07
138.697,4.86231e+07,67668.45.13092e+07
141.604,4.86112e+07,59150.85.13297e+07
144.51,4.86008e+07,517035.13475e+07
147.416,4.85917e+07,45191.35.13632e+07
150.323,4.85837e+07,39498.45.13768e+07
153.229,4.85767e+07,34521.75.13887e+07
156.135,4.85707e+07,30171.35.13992e+07
159.042,4.85653e+07,26368.55.14083e+07
161.948,4.85607e+07,23044.65.14163e+07
164.854,4.85566e+07,20139.35.14232e+07
167.761,4.85531e+07,17600.15.14293e+07
170.667,4.855e+07,15380.85.14346e+07
173.573,4.85473e+07,13441.25.14393e+07
176.48,4.85449e+07,11746.15.14433e+07
179.386,4.85429e+07,10264.65.14469e+07
182.292,4.85411e+07,8969.985.145e+07
185.199,4.85395e+07,7838.565.14527e+07
188.105,4.85381e+07,6849.825.1455e+07
191.011,4.85369e+07,5985.765.14571e+07
193.918,4.85358e+07,5230.685.14589e+07
196.824,4.85349e+07,4570.835.14605e+07
199.73,4.85341e+07,3994.25.14619e+07
202.637,4.85334e+07,3490.315.14631e+07
205.543,4.85328e+07,3049.985.14641e+07
208.449,4.85323e+07,2665.25.14651e+07
211.356,4.85318e+07,2328.955.14659e+07
214.262,4.85314e+07,2035.135.14666e+07
217.169,4.8531e+07,1778.375.14672e+07
220.075,4.85307e+07,15545.14677e+07
222.981,4.85304e+07,1357.945.14682e+07
225.888,4.85302e+07,1186.615.14686e+07
228.794,4.853e+07,1036.95.1469e+07
231.7,4.85298e+07,906.0735.14693e+07
234.607,4.85297e+07,791.7555.14696e+07
237.513,4.85295e+07,691.8595.14698e+07
240.419,4.85294e+07,604.5675.147e+07
243.326,4.85293e+07,528.2895.14702e+07
246.232,4.85292e+07,461.6345.14703e+07
249.138,4.85291e+07,403.3895.14705e+07
252.045,4.8529e+07,352.4935.14706e+07
254.951,4.8529e+07,308.0185.14707e+07
257.857,4.85289e+07,269.1555.14708e+07
260.764,4.85289e+07,235.1955.14709e+07
263.67,4.85288e+07,205.525.1471e+07
266.576,4.85288e+07,179.5895.1471e+07
269.483,4.85288e+07,156.935.14711e+07
272.389,4.85287e+07,137.135.14711e+07
275.295,4.85287e+07,119.8285.14712e+07
278.202,4.85287e+07,104.7095.14712e+07
281.108,4.85287e+07,91.49755.14712e+07
284.015,4.85287e+07,79.9535.14713e+07
286.921,4.85286e+07,69.86515.14713e+07
289.827,4.85286e+07,61.055.14713e+07
292.734,4.85286e+07,53.34725.14713e+07
295.64,4.85286e+07,46.61625.14713e+07
298.546,4.85286e+07,40.73455.14714e+07
301.453,4.85286e+07,35.59495.14714e+07
304.359,4.85286e+07,31.10385.14714e+07
307.265,4.85286e+07,27.17935.14714e+07
310.172,4.85286e+07,23.755.14714e+07
313.078,4.85286e+07,20.75345.14714e+07
315.984,4.85286e+07,18.13495.14714e+07
318.891,4.85286e+07,15.84685.14714e+07
321.797,4.85286e+07,13.84735.14714e+07
324.703,4.85286e+07,12.10025.14714e+07
327.61,4.85286e+07,10.57355.14714e+07
330.516,4.85286e+07,9.239375.14714e+07
333.422,4.85286e+07,8.073615.14714e+07
336.329,4.85286e+07,7.054935.14714e+07
339.235,4.85286e+07,6.164795.14714e+07
342.141,4.85286e+07,5.386965.14714e+07
345.048,4.85286e+07,4.707275.14714e+07
347.954,4.85286e+07,4.113345.14714e+07
350.86,4.85286e+07,3.594355.14714e+07
353.767,4.85286e+07,3.140845.14714e+07
356.673,4.85286e+07,2.744555.14714e+07
359.58,4.85286e+07,2.398265.14714e+07
362.486,4.85286e+07,2.095665.14714e+07
365,4.85286e+07,1.864885.14714e+07
